Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Stereotactic Radiotherapy in Head and Neck Cancer Patients","Head and Neck Cancer","","","","10.1007/978-3-319-27601-4_17","Thomas Leroy MDEric Lartigau MD, PhD","2016","http://link.springer.com/chapter/10.1007/978-3-319-27601-4_17","Chapter"
"Worker senescence and the sociobiology of aging in ants","Behavioral Ecology and Sociobiology","","68","12","10.1007/s00265-014-1826-4","Ysabel Milton GiraldoJames F. A. Traniello","2014","http://link.springer.com/article/10.1007/s00265-014-1826-4","Article"
"What Is Value?","Value-ology","","","","10.1007/978-3-319-45626-3_1","Simon KellyPaul JohnstonStacey Danheiser","2017","http://link.springer.com/chapter/10.1007/978-3-319-45626-3_1","Chapter"
"Innovation Management with an Emphasis on Co-creation","Dynamics of Long-Life Assets","","","","10.1007/978-3-319-45438-2_4","Dominic HurniStefan N. Grösser","2017","http://link.springer.com/chapter/10.1007/978-3-319-45438-2_4","Chapter"
"Social Value: A Service Science Perspective","Service Systems Science","","","","10.1007/978-4-431-54267-4_1","Jim SpohrerHaluk DemirkanKelly Lyons","2015","http://link.springer.com/chapter/10.1007/978-4-431-54267-4_1","Chapter"
"Destinations and Value Co-creation: Designing Experiences as Processes","Design Science in Tourism","","","","10.1007/978-3-319-42773-7_8","Juergen Gnoth","2017","http://link.springer.com/chapter/10.1007/978-3-319-42773-7_8","Chapter"
"Biosystematics of Reticulitermes termites in Europe: morphological, chemical and molecular data","Insectes Sociaux","","48","3","10.1007/PL00001768","J.-L. ClémentA.-G. BagnèresP. UvaL. WilfertA. QuintanaJ. ReinhardS. Dronnet","2001","http://link.springer.com/article/10.1007/PL00001768","Article"
"Consumer cooperatives: uncovering the value potential of customer ownership","AMS Review","","6","3 - 4","10.1007/s13162-016-0083-2","Antti TalonenIiro JussilaHannu SaarijärviTimo Rintamäki","2016","http://link.springer.com/article/10.1007/s13162-016-0083-2","Article"
"A Historical Review and Reconceptualization of Commodity Marketing","Commodity Marketing","","","","10.1007/978-3-658-02925-8_22","O. C. Ferrell Ph. D.Linda Ferrell Ph. D.Jennifer Sawayda","2014","http://link.springer.com/chapter/10.1007/978-3-658-02925-8_22","Chapter"
"The Fate of Particles and Particle-Reactive Trace Metals in Coastal Waters: Radioisotope Studies in Microcosms","Trace Metals in Sea Water","","","","10.1007/978-1-4757-6864-0_19","Peter H. SantschiDennis M. AdlerMichael Amdurer","1983","http://link.springer.com/chapter/10.1007/978-1-4757-6864-0_19","Chapter"
"E-Services: A Synthesis and Research Agenda","E-Services","","","","10.1007/978-3-8350-9614-1_3","Charles F. HofackerRonald E. GoldsmithEileen BridgesEsther Swilley","2007","http://link.springer.com/chapter/10.1007/978-3-8350-9614-1_3","Chapter"
"Introduction","A Theory of Marketing","","","","10.1007/978-3-8350-9131-3_1","","2006","http://link.springer.com/chapter/10.1007/978-3-8350-9131-3_1","Chapter"
"Potential spread of the invasive North American termite, Reticulitermes flavipes, and the impact of climate warming","Biological Invasions","","20","4","10.1007/s10530-017-1581-3","Christelle SuppoChristelle RobinetElfie PerdereauDominique AndrieuAnne-Geneviève Bagnères","2018","http://link.springer.com/article/10.1007/s10530-017-1581-3","Article"
"A Systems Approach to Understanding the Philosophical Foundation of Marketing Studies","Social Dynamics in a Systems Perspective","","","","10.1007/978-3-319-61967-5_1","Bård TronvollSergio BarileFrancesco Caputo","2018","http://link.springer.com/chapter/10.1007/978-3-319-61967-5_1","Chapter"
"β-Endorphin: cellular localization, electrophysiological and behavioral effects","Endorphins in Mental Health Research","","","","10.1007/978-1-349-04015-5_2","F. E. BloomJ. RossierE. L. F. BattenbergA. BayonE. FrenchS. J. HenriksenG. R. SigginsN. LingR. Guillemin","1979","http://link.springer.com/chapter/10.1007/978-1-349-04015-5_2","Chapter"
"A Conceptual Approach to Organizational Competence for Servitization","Organizational Competence for Servitization","","","","10.1007/978-3-658-20096-1_4","Tim Posselt","2018","http://link.springer.com/chapter/10.1007/978-3-658-20096-1_4","Chapter"
"Conditioned discrimination in the blow fly,Phormia regina: Controls and bidirectional selection","Animal Learning & Behavior","","12","4","10.3758/BF03199986","Stephen ZawistowskiJerry Hirsch","1984","http://link.springer.com/article/10.3758/BF03199986","Article"
"Home healthcare services: an educative case for the development of a “service-dominant logic” approach in the marketing of high-tech services","New Business Models and Value Creation: A Service Science Perspective","","","","10.1007/978-88-470-2838-8_10","Giuseppe TurchettiElie Geisler","2013","http://link.springer.com/chapter/10.1007/978-88-470-2838-8_10","Chapter"
"Two-sided effects of customer participation: roles of relationships and social-interaction values in social services","Service Business","","12","3","10.1007/s11628-017-0357-2","Cheol ParkHeejung LeeJongkun JunThaemin Lee","2018","http://link.springer.com/article/10.1007/s11628-017-0357-2","Article"
"Social Networks and Marketing Happiness? The Potential Role of Marketing in an Electronic World","Humanistic Marketing","","","","10.1057/9781137353290_19","Ed VosRichard J. Varey","2014","http://link.springer.com/chapter/10.1057/9781137353290_19","Chapter"
"The Evaluation of Service Brand Extensions","Proceedings of the 2002 Academy of Marketing Science (AMS) Annual Conference","","","","10.1007/978-3-319-11882-6_52","Nanda ViswanathanStephen L. VargoFred Morgan","2015","http://link.springer.com/chapter/10.1007/978-3-319-11882-6_52","Chapter"
"A Sales Perspective on Service Dominant Logic","Proceedings of the 2009 Academy of Marketing Science (AMS) Annual Conference","","","","10.1007/978-3-319-10864-3_81","Kenneth Le Meunier-FitzHughRoger A. PalmerHugh Wilson","2015","http://link.springer.com/chapter/10.1007/978-3-319-10864-3_81","Chapter"
"Of Geeks and Achievers: Exploring Consumer Collective Tourism and the Infinite Game","Looking Forward, Looking Back: Drawing on the Past to Shape the Future of Marketing","","","","10.1007/978-3-319-24184-5_156","Nathalie CollinsJamie Murphy","2016","http://link.springer.com/chapter/10.1007/978-3-319-24184-5_156","Chapter"
"An Entrepreneurial Approach to Service Innovations: Leading Changing Lifestyles in Japan","Dynamics of Knowledge, Corporate Systems and Innovation","","","","10.1007/978-3-642-04480-9_14","Yoshinori FujikawaCarl Kay","2010","http://link.springer.com/chapter/10.1007/978-3-642-04480-9_14","Chapter"
"Sources of Customer Role Learning During Self-Service Technology Encounters","Information and Communication Technologies in Tourism 2013","","","","10.1007/978-3-642-36309-2_28","Petranka KellyJennifer LawlorMichael Mulvey","2013","http://link.springer.com/chapter/10.1007/978-3-642-36309-2_28","Chapter"
"Jeanette Blomberg","(Re)Searching The Digital Bauhaus","","","","10.1007/978-1-84800-350-7_7","Thomas BinderJonas LöwgrenLone Malmborg","2009","http://link.springer.com/chapter/10.1007/978-1-84800-350-7_7","Chapter"
"Procuring Complex Performance (PCP) in the UK Defense Sector","Performance Based Logistics","","","","10.1007/978-3-8349-3726-1_6","Dr. Jens K. RoehrichDr. Nigel D. CaldwellProf. Michael A. Lewis","2014","http://link.springer.com/chapter/10.1007/978-3-8349-3726-1_6","Chapter"
"Controlled Marine Ecosystems- A Tool for Studying Stable Trace Metal Cycles: Long-Term Response and Variability","Marine Mesocosms","","","","10.1007/978-1-4612-5645-8_8","Carlton D. HuntDeborah L. Smith","1982","http://link.springer.com/chapter/10.1007/978-1-4612-5645-8_8","Chapter"
"Transatlantic Loops and Urban Alienation in Mary Shelley’s Lodore","Urban Identity and the Atlantic World","","","","10.1057/9781137087874_9","Cynthia Schoolar Williams","2013","http://link.springer.com/chapter/10.1057/9781137087874_9","Chapter"
"Designing Business Models in the Era of Internet of Things","Advancing the Impact of Design Science: Moving from Theory to Practice","","","","10.1007/978-3-319-06701-8_2","Stefanie TurberJan vom BrockeOliver GassmannElgar Fleisch","2014","http://link.springer.com/chapter/10.1007/978-3-319-06701-8_2","Chapter"
"Preschool children's verbal responses and attitudes toward an adult with an orthopedic handicap","Journal of Developmental and Physical Disabilities","","5","3","10.1007/BF01047065","Laura A. NaborsSam B. Morgan","1993","http://link.springer.com/article/10.1007/BF01047065","Article"
"Understanding the influence of digitalization on service firm business model design: a qualitative-empirical analysis","Review of Managerial Science","","","","10.1007/s11846-018-0320-1","Sven M. LaudienRobin Pesch","2018","http://link.springer.com/article/10.1007/s11846-018-0320-1","Article"
"Endorphins in Cerebrospinal Fluid","Neurobiology of Cerebrospinal Fluid 1","","","","10.1007/978-1-4684-1039-6_45","Floyd E. Bloom M.D.David S. Segal Ph.D.","1980","http://link.springer.com/chapter/10.1007/978-1-4684-1039-6_45","Chapter"
"Effects of juvenile hormone analog on physiological and behavioral maturation in honeybee drones","Apidologie","","44","5","10.1007/s13592-013-0208-7","Ken-ichi HARANO","2013","http://link.springer.com/article/10.1007/s13592-013-0208-7","Article"
"Queen lifespan and colony characteristics in ants and termites","Insectes Sociaux","","45","3","10.1007/s000400050084","L. Keller","1998","http://link.springer.com/article/10.1007/s000400050084","Article"
"Changes in worker polymorphism in Myrmicaria opaciventris Emery (Formicidae, Myrmicinae)","Insectes Sociaux","","47","1","10.1007/s000400050008","M. KenneA. DejeanR. FénéronJ.-L. Durand","2000","http://link.springer.com/article/10.1007/s000400050008","Article"
"Modelling and Simulating Complicated Service Networks in Health Care","Serviceology for Services","","","","10.1007/978-4-431-54816-4_16","Peter YlénOssi KoivulaJoona TuovinenJukka Ranta","2014","http://link.springer.com/chapter/10.1007/978-4-431-54816-4_16","Chapter"
"Stakeholder marketing: a definition and conceptual framework","AMS Review","","1","1","10.1007/s13162-011-0002-5","G. Tomas M. HultJeannette A. MenaO. C. FerrellLinda Ferrell","2011","http://link.springer.com/article/10.1007/s13162-011-0002-5","Article"
"Social Research on IT Management Innovation Towards Service Science and Science for Society","Management of Software Engineering Innovation in Japan","","","","10.1007/978-4-431-55612-1_6","Yasuo Kadono","2015","http://link.springer.com/chapter/10.1007/978-4-431-55612-1_6","Chapter"
"Queen and colony odour in the multiple nest ant species, Cataglyphis iberica (Hymenoptera, Formicidae)","Insectes Sociaux","","45","3","10.1007/s000400050090","A. DahbiA. Lenoir","1998","http://link.springer.com/article/10.1007/s000400050090","Article"
"A Social Identity Perspective of Customer Value Heterogeneity in Complex Industrial Solutions","Looking Forward, Looking Back: Drawing on the Past to Shape the Future of Marketing","","","","10.1007/978-3-319-24184-5_34","Daniel D Prior","2016","http://link.springer.com/chapter/10.1007/978-3-319-24184-5_34","Chapter"
"Commitment-Based Modeling of Service Systems","Exploring Services Science","","","","10.1007/978-3-642-28227-0_13","Roberta FerrarioNicola Guarino","2012","http://link.springer.com/chapter/10.1007/978-3-642-28227-0_13","Chapter"
"Servicemanagement in Cloud-Umgebungen — Einsatz und Möglichkeiten von Metaservices","HMD Praxis der Wirtschaftsinformatik","","49","6","10.1007/BF03340756","Prof. Dr.-Ing. Rainer SchmidtMichael Möhring M.Sc.Prof. Dr. Christian KootProf. Dr. Manfred Rössle","2012","http://link.springer.com/article/10.1007/BF03340756","Article"
"Context Management Approach to Value Co-creation: Toward Dynamic Process Model of Customer as Value Co-creator","Global Perspectives on Service Science: Japan","","","","10.1007/978-1-4939-3594-9_3","Yoshinori FujikawaSatoshi AkutsuJoji Ono","2016","http://link.springer.com/chapter/10.1007/978-1-4939-3594-9_3","Chapter"
"A Brief History of Marketing—65-Years of Journey from 1948 to 2013","Marketing and Customer Loyalty","","","","10.1007/978-3-319-51991-3_1","Mauro Cavallone","2017","http://link.springer.com/chapter/10.1007/978-3-319-51991-3_1","Chapter"
"JAMS 2010–2015: literature themes and intellectual structure","Journal of the Academy of Marketing Science","","43","6","10.1007/s11747-015-0464-3","G. Tomas M. Hult","2015","http://link.springer.com/article/10.1007/s11747-015-0464-3","Article"
"Understanding the impact of fire on termites in degraded tropical peatlands and the mechanisms for their ecological success: current knowledge and research needs","Ecological Research","","30","5","10.1007/s11284-015-1289-8","Kok-Boon NeohLee-Jin BongAhmad MuhammadMasayuki ItohOsamu KozanYoko TakematsuTsuyoshi Yoshimura","2015","http://link.springer.com/article/10.1007/s11284-015-1289-8","Article"
"Chemosensory processing in the fruit fly,Drosophila melanogaster: generalization of a feeding response reveals overlapping odour representations","Journal of Biosciences","","30","5","10.1007/BF02703568","Sathees B. C. ChandraSandeep Singh","2005","http://link.springer.com/article/10.1007/BF02703568","Article"
"Individual effects and interactions of salinity, temperature, and zinc on larval development of the grass shrimp Palaemonetes pugio. I. Survival and developmental duration through metamorphosis","Marine Biology","","52","2","10.1007/BF00390426","C. L. McKenney Jr.J. M. Neff","1979","http://link.springer.com/article/10.1007/BF00390426","Article"
"Factors affecting mate choice in the subterranean termite Reticulitermes chinensis (Isoptera: Rhinotermitidae)","Journal of Ethology","","31","2","10.1007/s10164-013-0363-3","Ganghua LiYan GaoPengdong SunChaoliang LeiQiuying Huang","2013","http://link.springer.com/article/10.1007/s10164-013-0363-3","Article"
"Limits of Modelling Memorable Experiences: How Authentic Shall Events Be?","Tourism and Leisure","","","","10.1007/978-3-658-06660-4_17","Dr. Kirstin HallmannDr. Anita Zehrer","2015","http://link.springer.com/chapter/10.1007/978-3-658-06660-4_17","Chapter"
"Co-Creation","Co-Creation and Learning","","","","10.1007/978-81-322-3679-5_1","K. B. Akhilesh","2017","http://link.springer.com/chapter/10.1007/978-81-322-3679-5_1","Chapter"
"Biomass Transfer Subsidizes Nitrogen to Offshore Food Webs","Ecosystems","","16","6","10.1007/s10021-013-9672-1","James A. NelsonChristopher D. StallingsWilliam M. LandingJeffery Chanton","2013","http://link.springer.com/article/10.1007/s10021-013-9672-1","Article"
"Dynamic Capabilities for Service Innovation in Service Systems","The Handbook of Service Innovation","","","","10.1007/978-1-4471-6590-3_12","Renu AgarwalWillem Selen","2015","http://link.springer.com/chapter/10.1007/978-1-4471-6590-3_12","Chapter"
"Environmental Issues Relevant to the Mammoth Cave Area","Mammoth Cave","","","","10.1007/978-3-319-53718-4_18","Rickard A. Olson","2017","http://link.springer.com/chapter/10.1007/978-3-319-53718-4_18","Chapter"
"Ammonium regeneration and biomass of macrozooplankton and ctenophores in Great South Bay, New York","Estuaries","","10","4","10.2307/1351889","Yong C. ParkEdward J. Carpenter","1987","http://link.springer.com/article/10.2307/1351889","Article"
"Testing for aggression and nestmate recognition in the Eastern subterranean termite (Reticulitermes flavipes)","Insectes Sociaux","","65","2","10.1007/s00040-018-0608-9","V. SimkovicG. J. ThompsonJ. N. McNeil","2018","http://link.springer.com/article/10.1007/s00040-018-0608-9","Article"
"Von der Kundenintegration 1.0 zur Kundenintegration 2.0 – Implikationen für Praxis und Forschung","Zeitschrift für Betriebswirtschaft","","81","5","10.1007/s11573-011-0485-4","Prof. Dr. Sabine FliessProf. Dr. Frank JacobProf. Dr. Dr. h.c. Günter Fandel","2011","http://link.springer.com/article/10.1007/s11573-011-0485-4","Article"
"Analysis of Pancreatic Elastase-1 Concentrations in Duodenal Aspirates from Healthy Subjects and Patients with Chronic Pancreatitis","Digestive Diseases and Sciences","","49","9","10.1023/B:DDAS.0000042238.80040.cc","Tyler StevensDarwin ConwellGregory ZuccaroFrederick Van LenteFarah KhandwalaPatrick HanawayJohn J. VargoJohn A. Dumot","2004","http://link.springer.com/article/10.1023/B%3ADDAS.0000042238.80040.cc","Article"
"Coastal eutrophication, land use changes and Ceratium furca (Dinophyceae) blooms in Pago Pago Harbor, American Samoa 2007–2009","Chinese Journal of Oceanology and Limnology","","29","4","10.1007/s00343-011-0507-7","Steve L. MortonAndrew ShulerJeff PaternosterSharon FanoluaDon Vargo","2011","http://link.springer.com/article/10.1007/s00343-011-0507-7","Article"
"Prosumption and Value-in-Use: The Complementary Role of Transaction Cost in S-D Logic","Rediscovering the Essentiality of Marketing","","","","10.1007/978-3-319-29877-1_176","J. Joseph CroninDuane M. NagelBrian L. Bourdeau","2016","http://link.springer.com/chapter/10.1007/978-3-319-29877-1_176","Chapter"
"Late-instar ant worker larvae play a prominent role in colony-level caste regulation","Insectes Sociaux","","63","4","10.1007/s00040-016-0501-3","M. R. WarnerK. KovakaT. A. Linksvayer","2016","http://link.springer.com/article/10.1007/s00040-016-0501-3","Article"
"Two Views for Understanding How TQM Fosters Learning and Value Innovation: Absorptive Capabilities and Action-Based Management","Action-Based Quality Management","","","","10.1007/978-3-319-06453-6_2","Tomas Gonzalez CruzFernando J. Garrigos-SimonSonia Cruz RosYeamduan Narangajavana","2014","http://link.springer.com/chapter/10.1007/978-3-319-06453-6_2","Chapter"
"Heterogeneity of customers of personal image services: a segmentation based on value co-creation","International Entrepreneurship and Management Journal","","9","4","10.1007/s11365-013-0266-3","F. J. Cossío SilvaM. A. Revilla CamachoM. Vega Vázquez","2013","http://link.springer.com/article/10.1007/s11365-013-0266-3","Article"
"Termite’s royal cradle: does colony foundation success differ between two subterranean species?","Insectes Sociaux","","64","4","10.1007/s00040-017-0571-x","L. BrossetteA.-G. BagnèresA. MillotS. BlanchardS. DupontC. Lucas","2017","http://link.springer.com/article/10.1007/s00040-017-0571-x","Article"
"Engineering Graphenes from the Nano- to the Macroscale for Electrochemical Energy Storage","Electrochemical Energy Reviews","","1","2","10.1007/s41918-018-0006-z","Junwei HanWei WeiChen ZhangYing TaoWei LvGuowei LingFeiyu KangQuan-Hong Yang","2018","http://link.springer.com/article/10.1007/s41918-018-0006-z","Article"
"On the Evolution of Service Ecosystems: A Study of the Emerging API Economy","Handbook of Service Science, Volume II","","","","10.1007/978-3-319-98512-1_21","Rahul C. Basole","2019","http://link.springer.com/chapter/10.1007/978-3-319-98512-1_21","Chapter"
"Services vs. Web Services","Business Aspects of Web Services","","","","10.1007/978-3-642-22447-8_2","Christof WeinhardtBenjamin BlauTobias ConteLilia Filipova-NeumannThomas MeinlWibke Michalk","2011","http://link.springer.com/chapter/10.1007/978-3-642-22447-8_2","Chapter"
"Reirradiation and stereotactic body radiotherapy for recurrent or second primary squamous cell carcinoma of the head and neck","Journal of Radiation Oncology","","4","2","10.1007/s13566-015-0187-6","O. M. MahmoudS. A. Koyfman","2015","http://link.springer.com/article/10.1007/s13566-015-0187-6","Article"
"The Service-Dominant Ecosystem: Mapping a Service Dominant Strategy to a Product-Service Ecosystem","Collaborative Systems for Reindustrialization","","","","10.1007/978-3-642-40543-3_3","Egon LüfteneggerMarco ComuzziPaul Grefen","2013","http://link.springer.com/chapter/10.1007/978-3-642-40543-3_3","Chapter"
"Pairing strategy after today’s failure: unpaired termites synchronize mate search using photic cycles","Population Ecology","","59","3","10.1007/s10144-017-0584-3","Nobuaki MizumotoTaro FuchikawaKenji Matsuura","2017","http://link.springer.com/article/10.1007/s10144-017-0584-3","Article"
"Clinical outcomes of single or oligo-fractionated stereotactic radiotherapy for head and neck tumors using micromultileaf collimator-based dynamic conformal arcs","Journal of Cancer Research and Clinical Oncology","","138","9","10.1007/s00432-012-1225-z","Kazuhiro OhtakaraShinya HayashiKeisuke MizutaMitsuhiro AokiKenichi AndoSunaho OkadaYatsuji ItoHiroaki Hoshi","2012","http://link.springer.com/article/10.1007/s00432-012-1225-z","Article"
"Service Innovation Through an Integrative Design Framework","The Handbook of Service Innovation","","","","10.1007/978-1-4471-6590-3_22","Eng K. Chew","2015","http://link.springer.com/chapter/10.1007/978-1-4471-6590-3_22","Chapter"
"Changing Consumer Behavior Paradigms: Does Passenger Age Impact Factors Influencing MRT Usage?","Corporate Reputation Review","","17","1","10.1057/crr.2013.25","Sanjai ParahooHeather HarveyGihad Radi","2014","http://link.springer.com/article/10.1057/crr.2013.25","Article"
"Antecedents of Value Co-Creation in B2B Networks","The Philosopher's Stone for Sustainability","","","","10.1007/978-3-642-32847-3_29","Tiina ValjakkaMinna KansolaTaru HakanenKatri Valkokari","2013","http://link.springer.com/chapter/10.1007/978-3-642-32847-3_29","Chapter"
"Attraction of the sexes inFormica lugubris Zett (Hymenoptera: Formicidae)","Insectes Sociaux","","40","3","10.1007/BF01242368","D. CherixD. J. C. FletcherD. ChautemsW. ForteliusG. GrisL. KellerR. RosengrenE. L. VargoF. Walter","1993","http://link.springer.com/article/10.1007/BF01242368","Article"
"Setting the Stage","Organizational Competence for Servitization","","","","10.1007/978-3-658-20096-1_1","Tim Posselt","2018","http://link.springer.com/chapter/10.1007/978-3-658-20096-1_1","Chapter"
"Egg-laying in monogynous and polygynous colonies of the termite Macrotermes michaelseni (Isoptera, Macrotermitidae)","Insectes Sociaux","","48","3","10.1007/PL00001771","M. KaibM. HackerR. Brandl","2001","http://link.springer.com/article/10.1007/PL00001771","Article"
"Extended family structure in the ant Formica paralugubris: the role of the breeding system","Behavioral Ecology and Sociobiology","","46","6","10.1007/s002650050636","Michel ChapuisatLaurent Keller","1999","http://link.springer.com/article/10.1007/s002650050636","Article"
"E-Services — A Framework for Growth","E-Services","","","","10.1007/978-3-8350-9614-1_2","Jagdish N. ShethArun Sharma","2007","http://link.springer.com/chapter/10.1007/978-3-8350-9614-1_2","Chapter"
"Branding Transformation Through Social Media and Co-creation: Lessons from Marriott International","Information and Communication Technologies in Tourism 2018","","","","10.1007/978-3-319-72923-7_20","Sharon NyangweDimitrios Buhalis","2018","http://link.springer.com/chapter/10.1007/978-3-319-72923-7_20","Chapter"
"FCM-based customer expectation-driven service dispatch system","Soft Computing","","18","2","10.1007/s00500-013-1063-1","Yen-Hao HsiehI-Hsuan ChenSoe-Tsyr Yuan","2014","http://link.springer.com/article/10.1007/s00500-013-1063-1","Article"
"Ethical Practice in the Accounting Publishing Process: Contrasting Opinions of Authors and Editors","Journal of Business Ethics","","25","1","10.1023/A:1005939128790","Susan C. BorkowskiMary Jeanne Welsh","2000","http://link.springer.com/article/10.1023/A%3A1005939128790","Article"
"A demonstration of discriminative conditioning in the blow fly, Phormia regina","Bulletin of the Psychonomic Society","","24","3","10.3758/BF03330560","Jeffry P. RickerJohn N. BrzoradJerry Hirsch","1986","http://link.springer.com/article/10.3758/BF03330560","Article"
"Towards Smart Creative Tourism","Smart Tourism as a Driver for Culture and Sustainability","","","","10.1007/978-3-030-03910-3_31","Lino TrinchiniThanasis Spyriadis","2019","http://link.springer.com/chapter/10.1007/978-3-030-03910-3_31","Chapter"
"Combined author and title index","Marine Biology","","60","4","10.1007/BF00429395","","1980","http://link.springer.com/article/10.1007/BF00429395","Article"
"Creative Consumers Cook up Value in Conversations","Ideas in Marketing: Finding the New and Polishing the Old","","","","10.1007/978-3-319-10951-0_15","Marie TaillardAlkmini Gritzali","2015","http://link.springer.com/chapter/10.1007/978-3-319-10951-0_15","Chapter"
"Cooperation, Conflict, and the Evolution of Queen Pheromones","Journal of Chemical Ecology","","37","11","10.1007/s10886-011-0036-z","Sarah D. KocherChristina M. Grozinger","2011","http://link.springer.com/article/10.1007/s10886-011-0036-z","Article"
"Value Visualization Strategies for PSS Development","Introduction to Product/Service-System Design","","","","10.1007/978-1-84882-909-1_8","Christian KowalkowskiDaniel Kindström","2009","http://link.springer.com/chapter/10.1007/978-1-84882-909-1_8","Chapter"
"The Future: Directions for Researchers and Practitioners","Market Driven Political Advertising","","","","10.1007/978-3-319-77730-6_8","Andrew Hughes","2018","http://link.springer.com/chapter/10.1007/978-3-319-77730-6_8","Chapter"
"The service-dominant logic and a hierarchy of operant resources: developing masterful operant resources and implications for marketing strategy","Journal of the Academy of Marketing Science","","36","1","10.1007/s11747-007-0063-z","Sreedhar MadhavaramShelby D. Hunt","2008","http://link.springer.com/article/10.1007/s11747-007-0063-z","Article"
"A conceptual model for knowledge dimensions and processes in design and technology projects","International Journal of Technology and Design Education","","28","3","10.1007/s10798-017-9410-7","Ari Alamäki","2018","http://link.springer.com/article/10.1007/s10798-017-9410-7","Article"
"Social Research on Services and Service Work in Germany — from the ‘Service Gap’ to Service Professionalism","Customers at Work","","","","10.1057/9781137293251_2","Heike Jacobsen","2013","http://link.springer.com/chapter/10.1057/9781137293251_2","Chapter"
"The effects of interaction behaviors of service frontliners on customer participation in the value co-creation: a study of health care service","Service Business","","11","2","10.1007/s11628-016-0307-4","Le Nguyen HauPham Ngoc Tram AnhPham Ngoc Thuy","2017","http://link.springer.com/article/10.1007/s11628-016-0307-4","Article"
"On the Ethical Implications of Big Data in Service Systems","Handbook of Service Science, Volume II","","","","10.1007/978-3-319-98512-1_29","Christoph F. BreidbachMichael DavernGraeme ShanksIda Asadi-Someh","2019","http://link.springer.com/chapter/10.1007/978-3-319-98512-1_29","Chapter"
"Markenführung aus der Perspektive der Service-Dominant Logic","Markenkommunikation mit Sport","","","","10.1007/978-3-8349-4198-5_2","Jan Drengner","2013","http://link.springer.com/chapter/10.1007/978-3-8349-4198-5_2","Chapter"
"Leistungslehre und Service-Dominant Logic for Marketing — ein kritischer Vergleich","Neue Herausforderungen an das Dienstleistungsmarketing","","","","10.1007/978-3-8349-9697-8_11","Dipl.-Kfm. Samy Saab","2008","http://link.springer.com/chapter/10.1007/978-3-8349-9697-8_11","Chapter"
"Theoretische Grundlagen der Wertekreation","Ko-Kreation von Werten im Dienstleistungsmanagement","","","","10.1007/978-3-8349-4214-2_2","Christian Durchholz","2012","http://link.springer.com/chapter/10.1007/978-3-8349-4214-2_2","Chapter"
"Value in Context – Eine ressourcen-dynamische Perspektive","Theorie und Praxis des Dienstleistungsmarketing","","","","10.1007/978-3-8349-6869-2_2","Frank JacobKatherina BrunsJens Sievert","2013","http://link.springer.com/chapter/10.1007/978-3-8349-6869-2_2","Chapter"
"Begriff der Dienstleistung im Spannungsfeld der Goods-Dominant Logic und der Service-Dominant Logic","Wertschöpfungsorientiertes Benchmarking","","","","10.1007/978-3-662-43718-6_4","Alexandra LindnerMichael Stadtelmann","2015","http://link.springer.com/chapter/10.1007/978-3-662-43718-6_4","Chapter"
"Nutzungsprozesse von Kunden","Wertkreation in Kundennutzungsprozessen","","","","10.1007/978-3-658-15980-1_3","Lucas Pfisterer","2017","http://link.springer.com/chapter/10.1007/978-3-658-15980-1_3","Chapter"
"Technology as Driver of Service Business Development and the Case of Sharing Economy","Service Business Development","","","","10.1007/978-3-658-22424-0_6","Silke BartschKathrin LührsChristoph Schmitz","2018","http://link.springer.com/chapter/10.1007/978-3-658-22424-0_6","Chapter"
"Markengemeinschaften als Gegenstand des Marketing","Typenbasierte Integration von Markengemeinschaften","","","","10.1007/978-3-658-12422-9_2","Melanie Wenzel","2016","http://link.springer.com/chapter/10.1007/978-3-658-12422-9_2","Chapter"
"Erkenntnisbereich","Ubiquitärer E-Service für Konsumenten","","","","10.1007/978-3-658-08953-5_2","Christian Arnold","2015","http://link.springer.com/chapter/10.1007/978-3-658-08953-5_2","Chapter"
"Vom Produkt- zum Serviceanbieter – Transformation der Anbieterrolle imKundenwertkreationsprozess","Servicetransformation","","","","10.1007/978-3-658-11097-0_24","Lucas PfistererStefan RothThomas Robbert","2016","http://link.springer.com/chapter/10.1007/978-3-658-11097-0_24","Chapter"
"Ausprägungen von Interaktionen bei der Nutzung von Wertvorschlägen","Interaktive Wertschöpfung durch Dienstleistungen","","","","10.1007/978-3-658-08518-6_7","Lucas Pfisterer Dipl.-Wirtsch.-Ing.Prof. Dr. Stefan Roth","2015","http://link.springer.com/chapter/10.1007/978-3-658-08518-6_7","Chapter"
"On Evolving New Dominant Logics in the Realm of Research on Services","Servicetransformation","","","","10.1007/978-3-658-11097-0_5","Jörg FreilingDiana ChernetskaMartin Krikken","2016","http://link.springer.com/chapter/10.1007/978-3-658-11097-0_5","Chapter"
"An empirical investigation of experiences and the link between a servicedominant logic mindset, competitive advantage, and performance of nonprofit organizations","Customer Experience","","","","10.1007/978-3-8349-4001-8_22","Silke BoenigkBernd HelmigManfred BruhnKarsten HadwichVerena Batt","2012","http://link.springer.com/chapter/10.1007/978-3-8349-4001-8_22","Chapter"
"Towards a Novel Conception of Bene Culturale","Cultural Heritage and Value Creation","","","","10.1007/978-3-319-08527-2_2","Sergio Barile","2015","http://link.springer.com/chapter/10.1007/978-3-319-08527-2_2","Chapter"
