BibliographyType,ISBN,Identifier,Author,Title,Journal,Volume,Number,Month,Pages,Year,Address,Note,URL,Booktitle,Chapter,Edition,Series,Editor,Publisher,ReportType,Howpublished,Institution,Organizations,School,Annote,Custom1,Custom2,Custom3,Custom4,Custom5,DOI
7,"","Ploeger2019","Plöger, Jörg; Kubiak, Susanne","Becoming ‘the Internationals’—how Place Shapes the Sense of Belonging and Group Formation of High-Skilled Migrants","Journal of International Migration and Integration",20,1,"February","307",2019,"","","http://dx.doi.org/10.1007/s12134-018-0608-7","","","","","","Springer","","","","","","","Within the context of the transformation of work, mobility turns into a characteristic of contemporary (work-)lives and a pre-requisite for career biographies. High-skilled migrants who are employed in academia, IT or engineering increasingly incorporate the mobility demands of their ‘mobilised professions’. This paper examines how mobile professionals relate to their current place of residence, what kind of frictions they face and what forms of (alternative) belonging they develop in response. In doing so, the paper links ideas from governmentality studies with recent work from migration studies and the spatial sciences. Our analysis draws on interviews with high-skilled migrants in Manchester (UK). While broadly accepting the mobility demands of their respective fields of work without questioning, their resulting mobile practices often undermine the development of a sense of belonging based on place attachment and local social interaction. Our empirical material suggests that this potential conflict is mediated through the constitution of a group of ‘internationals’ who share mobile biographies and the experience of in-betweenness. Based on our findings, we suggest three directions for future research: to focus on the relational aspects of place ties, to investigate the role of the workplace and more specifically the employer, and to explore how places shape differential politics of belonging.","","","","","10.1007/s12134-018-0608-7"
7,"","Bramley2019","Bramley, R. G. V.; Ouzman, J.","Farmer attitudes to the use of sensors and automation in fertilizer decision-making: nitrogen fertilization in the Australian grains sector","Precision Agriculture",20,1,"February","157",2019,"","","http://dx.doi.org/10.1007/s11119-018-9589-y","","","","","","Springer","","","","","","","A survey of Australian grain growers was conducted to gauge grower attitudes to crop and soil sensing and their role in nitrogen fertilizer management. The technologies considered were yield monitors, remote and proximal crop sensing, high resolution soil survey, soil moisture sensing and digital elevation models (DEM). Whereas Australian grain growers have readily adopted machine guidance and autosteer, and a majority have access to yield monitoring, the rate of use of many crop and soil sensors remains comparatively low. However, the survey results suggest a positive effect on sensor adoption through present use of yield mapping. Access to yield maps was significantly associated with the use of remotely sensed imagery, high resolution soil survey, soil moisture sensing, DEM and variable rate application of fertilizers and/or soil amendments. There is some support for proximal crop sensing, albeit with low present rates of use; the use of soil water sensors and DEM is presently very low. For the further development of precision agriculture (PA), the results make clear that expending effort in enhancing the adoption and use of yield maps would be valuable as a lever to gain ‘buy-in’ from growers to sensing and PA more broadly. Since growers use many sources of information to support fertilizer decision-making, any new fertilizer decision aid needs to establish a point of difference from, but be complementary to, existing tools. One way of achieving this would be to use sensors, supported by locally derived algorithms, as a key input to fertilizer decision support.","","","","","10.1007/s11119-018-9589-y"
7,"","MendozaPerez2019","Mendoza Pérez, Karmele; Morgade Salgado, Marta","‘Unaccompanied’ Minors? Accompanied Foreign Minors, Families and New Technologies","Journal of International Migration and Integration",20,1,"February","121",2019,"","","http://dx.doi.org/10.1007/s12134-018-0591-z","","","","","","Springer","","","","","","","This work aims to make apparent the importance of family, throughout the life trajectories of a group of young people whose very juridical designation—unaccompanied foreign minors—seems to preclude the possibility of recognising and appreciating such importance. Here, we present the results of an ethnographic and participatory research with ‘unaccompanied’ foreign minors in Bizkaia (Spain). By using our chosen methodology, we were able to understand how, with their currently transitory lifestyles as children in care, they fulfil their own social, emotional and identity needs, needs that the Social Care System alone is unable to meet. This study also shows how digital media cross all the social relations of these children. Digital media become an essential methodological tool for studying the daily life of young migrants.","","","","","10.1007/s12134-018-0591-z"
7,"","Bilotkach2019","Bilotkach, Volodymyr","Airline Partnerships, Antitrust Immunity, and Joint Ventures: What We Know and What I Think We Would Like to Know","Review of Industrial Organization",54,1,"February","37",2019,"","","http://dx.doi.org/10.1007/s11151-018-9636-x","","","","","","Springer","","","","","","","This paper offers an overview of the state of research on airline partnerships and related issues: antitrust immunity, and joint ventures. While at a high level the potential pro- and anti-competitive effects of various forms of airline partnerships are well understood; a number of important gaps in our knowledge remain. For instance, academic research has yet to develop a clear way to differentiate between codesharing with and without immunity, and joint ventures with the use of the conventional IO modelling apparatus. Developing such theoretical models can be useful for policy makers. Future empirical research should focus on understanding the effects of joint ventures—as well as evaluating efficiency benefits of airline partnerships—and determining whether multimarket contact and repeated interaction could have led to the competitive environment that is conducive to tacit collusion.","","","","","10.1007/s11151-018-9636-x"
7,"","Wu2019","Wu, Jie; Harrigan, Kathryn Rudie; Ang, Siah Hwee; Wu, Zefu","The impact of imitation strategy and R&D resources on incremental and radical innovation: evidence from Chinese manufacturing firms","The Journal of Technology Transfer",44,1,"February","210",2019,"","","http://dx.doi.org/10.1007/s10961-017-9621-9","","","","","","Springer","","","","","","","This study proposes and tests a theoretical framework that relates a firm’s imitation strategy and its interaction with R&D resources to incremental and radical innovation. The analysis of a panel dataset of 1381 Chinese manufacturing firms in the period 2008–2014 shows that imitation strategy is positively related to incremental innovation but has an inverted U-shaped relationship with radical innovation. More interestingly, R&D resources serve as a critical boundary condition of the imitation strategy–innovation link—they strengthen the link between imitation strategy and incremental innovation but weaken the link between imitation strategy and radical innovation. ","","","","","10.1007/s10961-017-9621-9"
7,"","Yatczak2019","Yatczak, Jayne","Everyday material engagement: supporting self and personhood in people with Alzheimer’s disease","Phenomenology and the Cognitive Sciences",18,1,"February","223",2019,"","","http://dx.doi.org/10.1007/s11097-018-9566-y","","","","","","Springer","","","","","","","Threats to the self and personhood of people with ADRD include the disturbing images of Alzheimer’s disease as the death before death, culturally based assumption that status as a full human being is dependent upon cognition and memory, and a decrease in personal possessions with a move to a 24-h care setting. This paper presents the findings of an ethnographic study of self and personhood in Alzheimer’s disease in an American long-term care facility. It argues that the lifeworld in which the self and personhood of individuals with ADRD is actualized is mediated and negotiated through engagement with everyday objects. Using a framework that integrates Material Engagement Theory with Bourdieu’s Practice Theory, it is argued that the study of the material engagement of individuals with ADRD can lead to a better understanding of the lives of individuals with ADRD by focusing on the material and non-discursive aspects of objects. Findings contribute to the understanding of current practice issues in dementia care while shifting the focus away from exclusively biomedical understanding. Paradoxically, people with ADRD, due to their cognitive impairment, may provide us with a more fundamental way to understand the importance of objects in the lives of humans in general.","","","","","10.1007/s11097-018-9566-y"
7,"","Ulaganathan2019","Ulaganathan, Arshia Sathya; Ramanna, Sheela","Granular methods in automatic music genre classification: a case study","Journal of Intelligent Information Systems",52,1,"February","85",2019,"","","http://dx.doi.org/10.1007/s10844-018-0505-8","","","","","","Springer","","","","","","","Classification of music files by using the characteristics of the songs based on its genre is a very popular application of machine learning. The focus of this work is on automatic music genre classification based on granular computing methods (fuzzy rough, rough and near sets). We have proposed a modified form of supervised learning algorithm based on tolerance near sets (TCL 2.0) with a goal of exploring the scalability of the learning algorithm to a well researched music database composed of several genres. In the tolerance near set method, tolerance classes are directly induced from the dataset using the tolerance level ε and a distance function. We have compared the tolerance-based near set algorithm to a family of nearest neighbour (NN) algorithms based on fuzzy rough methods (FRNN) available in the WEKA platform. In terms of performance, the classification accuracy of TCL 2.0 is identical to the Bayesian Networks (BN) Algorithm, and comparable with the Sequential Minimal Optimization (SMO) Algorithm. However, the average classification accuracy of FRNN algorithms and the classical rough sets algorithm is better than TCL 2.0, BN and SMO algorithms. For this dataset, any accuracy over 90% is considered a very good classification accuracy which is achieved by all tested classifiers in this work.","","","","","10.1007/s10844-018-0505-8"
7,"","Allen2019","Allen, Stephen; Cunliffe, Ann L.; Easterby-Smith, Mark","Understanding Sustainability Through the Lens of Ecocentric Radical-Reflexivity: Implications for Management Education","Journal of Business Ethics",154,3,"February","781",2019,"","","http://dx.doi.org/10.1007/s10551-016-3420-3","","","","","","Springer","","","","","","","This paper seeks to contribute to the debate around sustainability by proposing the need for an ecocentric stance to sustainability that reflexively embeds humans in—rather than detached from—nature. We argue that this requires a different way of thinking about our relationship with our world, necessitating a (re)engagement with the sociomaterial world in which we live. We develop the notion of ecocentrism by drawing on insights from sociomateriality studies, and show how radical-reflexivity enables us to appreciate our embeddedness and responsibility for sustainability by bringing attention to the interrelationship between values, actions and our social and material world. We examine the implications of an ecocentric radically reflexive approach to sustainability for management education.","","","","","10.1007/s10551-016-3420-3"
7,"","Arima2019","Arima, Kurumi; Kyogoku, Daisuke; Nakahama, Naoyuki; Suetsugu, Kenji; Ohtani, Masato; Ishii, Chiyo; Terauchi, Hiroshi; Terauchi, Yumiko; Isagi, Yuji","Mating pattern of a distylous primrose in a natural population: unilateral outcrossing and asymmetric selfing between sexual morphs","Evolutionary Ecology",33,1,"February","55",2019,"","","http://dx.doi.org/10.1007/s10682-018-9965-0","","","","","","Springer","","","","","","","Heterostyly is a genetic polymorphism of anther and stigma heights, which are reciprocally placed among morphs. The maintenance of heterostyly has often been ascribed to disassortative mating, but alternative explanations are also possible, which can be examined by analyzing mating patterns. However, parental analysis with genetic markers has only been applied to a limited number of taxa, despite the phylogenetic diversity of heterostylous species. Here, we examined the mating patterns of a distylous primrose, Primula kisoana (Primulaceae), in its natural habitat, using 11 microsatellite markers. We also examined other fitness components. We found no differences in seed production, vegetative growth, or survival between morphs. However, the siring success of thrum fathers was much higher than that of pin fathers; outcrossing occurred unilaterally between thrum fathers and pin mothers, and selfing was more frequent in thrum plants than in pin plants. These findings are consistent with the explanation that distyly in this species is maintained either by overdominance due to previously reported recessive lethal effects of the thrum allele or by effectively dioecious mating if inbreeding depression is strong. We built a mathematical model of the overdominance hypothesis to confirm that it is logically sound. These results warrant further investigations into the possible roles of overdominance and dioecy in the maintenance of heterostyly.","","","","","10.1007/s10682-018-9965-0"
7,"","Ubeda2019","Ubeda, Fernando; Ortiz-de-Urbina-Criado, Marta; Mora-Valentín, Eva-María","Do firms located in science and technology parks enhance innovation performance? The effect of absorptive capacity","The Journal of Technology Transfer",44,1,"February","21",2019,"","","http://dx.doi.org/10.1007/s10961-018-9686-0","","","","","","Springer","","","","","","","This paper shows that the effect of location in science and technology parks is not homogeneous for all firms. The proposed model contemplates a non-linear relationship between belonging to a science and technology park and innovation performance, considering the firm’s absorptive capacity as a moderating variable. A panel dataset of firms located both in and off a park is created, and three main effects are identified. Pre-catching up firms have a low absorptive capacity, and their location in a science and technology park does not improve their innovation performance. Catching up firms have a medium absorptive capacity and constitute the group that can be observed to benefit more by their presence in a science and technology park. Additionally, pre-frontier sharing firms has a high absorptive capacity; however, knowledge duplicity reduces the impact of science and technology parks on their innovation performance. Findings arise practical implications for governments (how to assign public resources to parks?), managers of parks (how to select to the firms of a park?) and managers who need to decide about the convenience of locating their companies on a park (when my company is interested in locating in a park?).","","","","","10.1007/s10961-018-9686-0"
7,"","Giannaraki2019","Giannaraki, G.; Kassaras, I.; Roumelioti, Z.; Kazantzidou-Firtinidou, D.; Ganas, A.","Deterministic seismic risk assessment in the city of Aigion (W. Corinth Gulf, Greece) and juxtaposition with real damage due to the 1995 Mw6.4 earthquake","Bulletin of Earthquake Engineering",17,2,"February","603",2019,"","","http://dx.doi.org/10.1007/s10518-018-0464-z","","","","","","Springer","","","","","","","Earthquake scenarios were applied towards seismic risk assessment in the earthquake prone city of Aigion (W. Corinth Gulf), by combining deterministic seismic hazard and empirical structural vulnerability. Ground motions for three hazardous fault sources for Aigion were generated using a finite source stochastic simulation technique, taking into account the well-established seismotectonics of the area and site effects derived from ambient noise horizontal-to-vertical-spectral-ratios (HVSR). Validation of the parameters of the stochastic simulation and the estimated damage was performed with respect to real recordings and the damage database of a past seismic event in the area. Vulnerability was assessed empirically for an exposure model comprising 3200 buildings, compiled with on site and remoted techniques. The European Macroseismic Scale (EMS-98) was used to describe the ground motion severity in terms of macroseismic intensity and the taxonomy of the building stock into 7 structural types. Seismic risk was spatialized using GIS mapping tools on a building block scale in terms of EMS-98 damage grades and their maximum probability of occurrence. The obtained risk assessment models indicate that the northeastern and partly the southern part of Aigion are more susceptible to damage, in accordance with damage distribution from the most recent Mw6.4 disastrous earthquake for the city in 1995, the site amplification inferred from HVSR, and the assessed vulnerability of the constructions. Nevertheless, the current building stock demonstrates significantly enhanced seismic behaviour, due to rehabilitation after the 1995 earthquake. Despite unavoidable uncertainties, intrinsic to both the method and data, the herein seismic risk assessment appears realistic and consistent, thus allowing its exploitation towards loss estimation and mitigation scenarios.","","","","","10.1007/s10518-018-0464-z"
7,"","Montiel2019","Montiel, Ivan; Christmann, Petra; Zink, Trevor","The Effect of Sustainability Standard Uncertainty on Certification Decisions of Firms in Emerging Economies","Journal of Business Ethics",154,3,"February","667",2019,"","","http://dx.doi.org/10.1007/s10551-016-3350-0","","","","","","Springer","","","","","","","Voluntary sustainability standards that establish global rules for firms’ environmental and/or social conduct and allow for verification of firm compliance via third-party certification hold the promise to govern firms’ sustainability conduct in a globalizing world economy. However, the recent proliferation of competing and overlapping global sustainability standards that have been developed by various stakeholders with different agendas, creates uncertainties for firms that likely reduce their propensity to adopt any standard. Without widespread adoption these standards cannot effectively govern firm conduct and in contrast create barriers for firms’ access to export markets. We suggest that the uncertainties associated with competing standards and the effect of these uncertainties on standard certification decisions are especially large for firms in emerging economies because these firms lack access to information about current and future standards and the resources to obtain certifications to multiple standards. We theoretically propose and empirically identify three distinct sources of sustainability standard uncertainty: (i) diversity of customer requirements, (ii) dynamism of customer requirements, and (iii) the unpredictability of the future evolution of standard and propose that each of these sources reduces firms’ propensity to obtain certification to any standard. Our empirical results based on certifications to food safety standards by a sample of 97 Mexican food exporting firms confirm that three distinct sources of sustainability standard uncertainty exist and that all of them negatively impact certification. We discuss ethical implications and offer recommendations for both suppliers as well as standard setting organizations.","","","","","10.1007/s10551-016-3350-0"
7,"","Egan2019","Egan, Matthew","Sense-Making Resource Efficiency Through “Sustainability” Reports","Journal of Business Ethics",154,3,"February","797",2019,"","","http://dx.doi.org/10.1007/s10551-017-3445-2","","","","","","Springer","","","","","","","This paper explores the nature and antecedents of a unique “sustainability” reporting initiative developed within a large Australian family-run manufacturing company. In so doing, the paper responds to calls for empirical insight into how accounting can inform organisational objectives relating to sustainability. Despite known flaws in the data, the company’s weekly sustainability reports had become a critical support to on-going sense-making, driven by deliberate strategies focused on resource efficiency, and understanding the business. While the contributions of these initiatives to broader global sustainability concerns were limited, the case provides insight into a well-intentioned and passionate journey towards the unknown of sustainability. The case explains how management distinguished related activities from core economic objectives. What is important here is that the CEO availed space for management to explore the moral dimensions of corporate activity. There was opportunity to now enhance that space, by encouraging engagement with a broader range of stakeholders, and a broader range of sustainability impacts.","","","","","10.1007/s10551-017-3445-2"
7,"","Zakiyah2019","Zakiyah, Neily; Asselt, A. D. I.; Setiawan, D.; Cao, Q.; Roijmans, F.; Postma, M. J.","Cost-Effectiveness of Scaling Up Modern Family Planning Interventions in Low- and Middle-Income Countries: An Economic Modeling Analysis in Indonesia and Uganda","Applied Health Economics and Health Policy",17,1,"February","65",2019,"","","http://dx.doi.org/10.1007/s40258-018-0430-6","","","","","","Springer","","","","","","","ObjectivesThe aim was to estimate the long-term cost-effectiveness of improved family planning interventions to reduce the unmet need in low- and middle-income countries, with Indonesia and Uganda as reference cases.MethodsThe analysis was performed using a Markov decision analytic model, where current situation and several scenarios to reduce the unmet need were incorporated as the comparative strategies. Country-specific evidence was synthesized from the demographic and health survey and published studies. The model simulated the sexual and reproductive health experience of women in the reproductive age range over a time horizon of women’s reproductive years, from the healthcare payer perspective. Modeled outcomes included clinical events, costs and incremental cost-effectiveness ratios (ICERs) expressed as cost per disability-adjusted life year (DALY) averted. Deterministic and probabilistic sensitivity analyses were conducted to assess the impact of parameter uncertainty on modeled outcomes.ResultsIn the hypothetical cohort of 100,000 women, scenarios to reduce the unmet need for family planning would result in savings within a range of US$230,600–US$895,100 and US$564,400–US$1,865,900 in Indonesia and Uganda, respectively. The interventions would avert an estimated 1859–3780 and 3705–12,230 DALYs in Indonesia and Uganda, respectively. The results of our analysis indicate that scaling up family planning dominates the current situation in all scenarios in both countries, with lower costs and fewer DALYs. These results were robust in sensitivity analyses.ConclusionScaling up family planning interventions could improve women’s health outcomes substantially and be cost-effective or even cost saving across a range of scenarios compared to the current situation.","","","","","10.1007/s40258-018-0430-6"
7,"","Aguilera2019","Aguilera, Ruth V.; Grøgaard, Birgitte","The dubious role of institutions in international business: A road forward","Journal of International Business Studies",50,1,"February","20",2019,"","","http://dx.doi.org/10.1057/s41267-018-0201-5","","","","","","Springer","","","","","","","Our commentary returns to the conundrum of how institutions matter in international business (IB) by revisiting the 2018 JIBS Decade Award article by Jackson and Deeg (2008) on Comparing Capitalisms. We first synthesize their main insights around institutional diversity and track its significant impact within IB and other management fields. We then suggest three main takeaways that could move Jackson and Deeg’s agenda further in terms of developing a more nuanced approach to institutions in IB. We close with suggestions for future research and urge IB scholars to be more cautious when drawing on different strands of institutions theory.","","","","","10.1057/s41267-018-0201-5"
7,"","Suresh2019","Suresh, P. S.; Sura, Niranjan K.; Shankar, K.","State Estimation for Landing Maneuver on High Performance Aircraft","Journal of The Institution of Engineers (India): Series C",100,1,"February","187",2019,"","","http://dx.doi.org/10.1007/s40032-017-0428-0","","","","","","Springer","","","","","","","State estimation methods are popular means for validating aerodynamic database on aircraft flight maneuver performance characteristics. In this work, the state estimation method during landing maneuver is explored for the first of its kind, using upper diagonal adaptive extended Kalman filter (UD-AEKF) with fuzzy based adaptive tunning of process noise matrix. The mathematical model for symmetrical landing maneuver consists of non-linear flight mechanics equation representing Aircraft longitudinal dynamics. The UD-AEKF algorithm is implemented in MATLAB environment and the states with bias is considered to be the initial conditions just prior to the flare. The measurement data is obtained from a non-linear 6 DOF pilot in loop simulation using FORTRAN. These simulated measurement data is additively mixed with process and measurement noises, which are used as an input for UD-AEKF. Then, the governing states that dictate the landing loads at the instant of touch down are compared. The method is verified using flight data wherein, the vertical acceleration at the aircraft center of gravity (CG) is compared. Two possible outcome of purely relying on the aircraft measured data is highlighted. It is observed that, with the implementation of adaptive fuzzy logic based extended Kalman filter tuned to adapt for aircraft landing dynamics, the methodology improves the data quality of the states that are sourced from noisy measurements.","","","","","10.1007/s40032-017-0428-0"
7,"","Akguen2019","Akgün, Ali E.; Keskin, Halit; Kırçovalı, Sumeyye Y.","Organizational wisdom practices and firm product innovation","Review of Managerial Science",13,1,"February","57",2019,"","","http://dx.doi.org/10.1007/s11846-017-0243-2","","","","","","Springer","","","","","","","The manner in which organizational wisdom-related variables or practices (e.g., reasoning, intuition, virtue, prudence, and aesthetics) are related to firm product innovativeness, and financial performance is rarely addressed empirically in the management literature. By studying 202 Turkish firms and employing both structural equation modeling analysis and fuzzy set qualitative comparative analysis, this study demonstrates that (a) aesthetic practice is a core antecedent of firm product innovativeness, (b) intuitive practice has an inverted U-shaped relationship with firm product innovativeness, and (c) different combinations of organizational wisdom practices are indeed related to firm product innovativeness. This study also shows the mediating role of product innovativeness partially based on the relationship between wisdom practices and firm financial performance. In addition, this study demonstrates that environmental uncertainty is positively associated with virtuous and prudent practices.","","","","","10.1007/s11846-017-0243-2"
7,"","Shichijo2019","Shichijo, Tatsuhiro; Fukuda, Emiko","A dynamic game analysis of Internet services with network externalities","Theory and Decision",,,"February","1",2019,"","","http://dx.doi.org/10.1007/s11238-019-09686-8","","","","","","Springer","","","","","","","Internet services, such as review sites, FAQ sites, online auction sites, online flea markets, and social networking services, are essential to our daily lives. Each Internet service aims to promote information exchange among people who share common interests, activities, or goods. Internet service providers aim to have users of their services actively communicate through their services. Without active interaction, the service falls into disuse. In this study, we consider that an Internet service has a network externality as its main feature, and we model user behavior in the Internet service with network externality (ISNE) as a dynamic game. In particular, we model the diffusion process of users of an ISNE as an infinite-horizon extensive-form game of complete information in which: (1) each user can choose whether or not to use the ISNE in her/his turn and (2) the network effect of the ISNE depends on the history of each player’s actions. We then apply Markov perfect equilibrium to analyze how to increase the number of active users. We derive the necessary and sufficient condition under which the state in which every player is an active user is the unique Markov perfect equilibrium outcome. Moreover, we propose an incentive mechanism that enables the number of active users to increase steadily.","","","","","10.1007/s11238-019-09686-8"
7,"","Wei2019","Wei, Shaobo; Ke, Weiling; Lado, Augustine A.; Liu, Hefu; Wei, Kwok Kee","The Effects of Justice and Top Management Beliefs and Participation: An Exploratory Study in the Context of Digital Supply Chain Management","Journal of Business Ethics",,,"February","1",2019,"","","http://dx.doi.org/10.1007/s10551-018-04100-9","","","","","","Springer","","","","","","","Drawing on justice theory and upper echelons perspective, this study develops and tests an integrative model linking justice to the implementation of IT-enabled supply chain information integration (IeSCII) through the top management. Specifically, the study investigates the effects of the three facets of justice—distributive, procedural, and interactional justice—on the two dimensions of IeSCII (information sharing and collaborative planning), and examines the mediating influences of top management beliefs (TMB) and top management participation (TMP) in these relationships. Using structural equation modeling to analyze data collected from 190 firms in China, the study documents that interactional justice positively affects both TMB and TMP, while procedural justice positively affects TMB (but not TMP) in the IeSCII implementation process. In contrast, distributive justice is not significantly related to either TMB or TMP, but is positively associated with information sharing. The results also show that procedural justice positively affects TMB, which then positively affects TMP in IeSCII. Furthermore, the study finds significant mediating effects of TMB and TMP in the relationship between interactional justice and IeSCII. The theoretical and managerial implications of this study are discussed.","","","","","10.1007/s10551-018-04100-9"
7,"","Ma2019","Ma, Athen; Lu, Xueke; Gray, Clare; Raybould, Alan; Tamaddoni-Nezhad, Alireza; Woodward, Guy; Bohan, David A.","Ecological networks reveal resilience of agro-ecosystems to changes in farming management","Nature Ecology & Evolution",3,2,"February","260",2019,"","","http://dx.doi.org/10.1038/s41559-018-0757-2","","","","","","Nature","","","","","","","Sustainable management of ecosystems and growth in agricultural productivity is at the heart of the United Nations’ Sustainable Development Goals for 2030. New management regimes could revolutionize agricultural production, but require an evaluation of the risks and opportunities. Replacing existing conventional weed management with genetically modified, herbicide-tolerant (GMHT) crops, for example, might reduce herbicide applications and increase crop yields, but remains controversial owing to concerns about potential impacts on biodiversity. Until now, such new regimes have been assessed at the species or assemblage level, whereas higher-level ecological network effects remain largely unconsidered. Here, we conduct a large-scale network analysis of invertebrate communities across 502 UK farm sites to GMHT management in different crop types. We find that network-level properties were overwhelmingly shaped by crop type, whereas network structure and robustness were apparently unaltered by GMHT management. This suggests that taxon-specific effects reported previously did not escalate into higher-level systemic structural change in the wider agricultural ecosystem. Our study highlights current limitations of autecological assessments of effect in agriculture in which species interactions and potential compensatory effects are overlooked. We advocate adopting the more holistic system-level evaluations that we explore here, which complement existing assessments for meeting our future agricultural needs.Large-scale network analysis of invertebrate communities across >500 arable farms in the United Kingdom reveals that genetic modification for herbicide tolerance has little influence on overall network structure, which is largely shaped by crop type.","","","","","10.1038/s41559-018-0757-2"
7,"","Lisk2019","Lisk, Franklyn; Šehović, Annamarie Bindenagel","Rethinking Global Health Governance in a Changing World Order for Achieving Sustainable Development: The Role and Potential of the ‘Rising Powers’","Fudan Journal of the Humanities and Social Sciences",,,"February","1",2019,"","","http://dx.doi.org/10.1007/s40647-018-00250-2","","","","","","Springer","","","","","","","The idea of this paper is inspired by the dismal experience and lessons from the initially ineffective global (WHO-led) response to the 2014–2016 West African Ebola virus epidemic. It charts the evolution of global health policy and governance in the post-World War II international order to the current post-2015 UN Sustainable Development Goals era. In order to respond adequately existing and emerging health and development challenges across developing regions, the paper argues that global health governance and related structures and institutions must adapt to changing socio-economic circumstances at all levels of decision-making. Against the background of a changing world order characterised by the decline of US-led Western international liberalism and the rise of the emerging nations in the developing world, it identifies the ‘Rising Powers’ (RPs) among the emerging economies and their soft power diplomacy and international development cooperation strategy as important tools for responding to post-2015 global health challenges. Based on analysis of illustrative examples from the ‘BRICS’, a group of large emerging economies—Brazil, Russia, India, China and South Africa—the paper develops suggestions and recommendations for the RPs with respect to: (1) stimulating innovation in global health governance and (2) strengthening health systems and health security at country and regional levels. Observing that current deliberations on global health focus largely, but rather narrowly, on what resource inputs are needed to achieve the SDG health targets, this paper goes further and highlights the importance of the ‘how’ in terms of a leadership and driving role for the RPs: How can the RPs champion global governance reform and innovation aimed at producing strong, resilient and equitable global systems? How can the RPs use soft power diplomacy to enhance disease surveillance and detection capacities and to promote improved regional and international coordination in response to health threats? How can they provide incentives for investment in R&D and manufacturing of medicines to tackle neglected and poverty-related diseases in developing countries?","","","","","10.1007/s40647-018-00250-2"
7,"","Mohamed2019","Mohamed, Azlinah; Najafabadi, Maryam Khanian; Wah, Yap Bee; Zaman, Ezzatul Akmal Kamaru; Maskat, Ruhaila","The state of the art and taxonomy of big data analytics: view from new big data framework","Artificial Intelligence Review",,,"February","1",2019,"","","http://dx.doi.org/10.1007/s10462-019-09685-9","","","","","","Springer","","","","","","","Big data has become a significant research area due to the birth of enormous data generated from various sources like social media, internet of things and multimedia applications. Big data has played critical role in many decision makings and forecasting domains such as recommendation systems, business analysis, healthcare, web display advertising, clinicians, transportation, fraud detection and tourism marketing. The rapid development of various big data tools such as Hadoop, Storm, Spark, Flink, Kafka and Pig in research and industrial communities has allowed the huge number of data to be distributed, communicated and processed. Big data applications use big data analytics techniques to efficiently analyze large amounts of data. However, choosing the suitable big data tools based on batch and stream data processing and analytics techniques for development a big data system are difficult due to the challenges in processing and applying big data. Practitioners and researchers who are developing big data systems have inadequate information about the current technology and requirement concerning the big data platform. Hence, the strengths and weaknesses of big data technologies and effective solutions for Big Data challenges are needed to be discussed. Hence, due to that, this paper presents a review of the literature that analyzes the use of big data tools and big data analytics techniques in areas like health and medical care, social networking and internet, government and public sector, natural resource management, economic and business sector. The goals of this paper are to (1) understand the trend of big data-related research and current frames of big data technologies; (2) identify trends in the use or research of big data tools based on batch and stream processing and big data analytics techniques; (3) assist and provide new researchers and practitioners to place new research activity in this domain appropriately. The findings of this study will provide insights and knowledge on the existing big data platforms and their application domains, the advantages and disadvantages of big data tools, big data analytics techniques and their use, and new research opportunities in future development of big data systems.","","","","","10.1007/s10462-019-09685-9"
7,"","Rathgeb2019","Rathgeb, Philip","No Flexicurity without trade unions: The Danish experience","Comparative European Politics",17,1,"February","1",2019,"","","http://dx.doi.org/10.1057/s41295-017-0095-9","","","","","","Springer","","","","","","","The literature of comparative political economy considers the Danish “Flexicurity” model the egalitarian variety of contemporary capitalism. This article, however, contests this common assessment by tracing the gradual policy changes that led to an erosion of its security-related components. Comparing the rise and erosion of the Danish “Flexicurity” model, it argues that the explanation for this reform trajectory lies in the exclusion of the labour movement from the policy-making process. Danish minority governments gained little by involving unions, because they were no longer reliant on an extra-parliamentary channel of consensus mobilisation. Flexible majority-building in the parliamentary arena allowed them to seek their preferred policy output independent from union consent. The onset of the Great Recession therefore allowed governments of the right as well as the left to dismiss the one single actor that mobilised political support for workers at risk of unemployment. Without the involvement of organised labour, the concept of “Flexicurity” cannot live up to its promise of mitigating economic uncertainty on a volatile labour market.","","","","","10.1057/s41295-017-0095-9"
7,"","Paradise2019","Paradise, James F.","China’s Quest for Global Economic Governance Reform","Journal of Chinese Political Science",,,"February","1",2019,"","","http://dx.doi.org/10.1007/s11366-019-09610-5","","","","","","Springer","","","","","","","This paper attempts to characterize China’s approach to global economic governance during the Xi Jinping era, and to provide details on how it is playing out. One finding is that China has moved away from the period of “hiding one’s strength and biding one’s time” and is now acting in a more norm-making and agenda-setting role in which it is seeking largely incremental change. Another finding is that China is doing these things through a variety of global governance forms such as inter-governmental organizations with a fairly highly degree of formality, looser international organizations that have weaker implementation capacity and unilateral initiatives which put China very much in a leadership position. Findings are based on an examination of major activities of the Xi period, including hosting the G20 leaders’ summit in Hangzhou, China, joint creation of new multilateral development banks, and the Belt and Road Initiative. The paper also touches on motives for China’s activities, including hedging against adverse developments in the international system, greater wealth, and a global power vacuum that has arisen with the rise of nativist and populist movements in the West, and possible constraints to the realization of China’s objectives such as slowing domestic economic growth and a backlash against China’s globalization, which could intensify.","","","","","10.1007/s11366-019-09610-5"
